15,0,1.89820995674935896847895266257990993703849227309610289750548e16
16,0,9.57212390604918652584380811490381037522199781453850075022647e17
17,0,5.47530381133058698240788557722988104051931218601499011216792e19
18,0,3.53891825035656866998855299297499332851523747460992523721268e21
19,0,2.57553555223445854574314867054979177596490925112350720881169e23
20,0,2.10376504965110381449478901439988439242950898962513613961812e25
21,0,1.92294462486380835129420967952415672861225417866671908775912e27
22,0,1.96145814091862286905197756781533314428831185152733199253875e29
23,0,2.22700547962286089454386597519326546823078902042738382594717e31
24,0,2.80773183681073145246492998380651398314934789738181571100865e33
25,0,3.92203077804138177380385011215849345654434204841619811164778e35
